date, region, infected, recovered, timestamp_requested
2021-07-31 04:21:35,Mari El Republic,16021,14666,08-03-2021 09.23.24
2021-07-31 04:21:35,Mordovia Republic,23795,21001,08-03-2021 09.23.24
2021-07-31 04:21:35,Moscow,1502612,1355871,08-03-2021 09.23.24
2021-07-31 04:21:35,Moscow Oblast,383645,312885,08-03-2021 09.23.24
2021-07-31 04:21:35,Murmansk Oblast,61632,51049,08-03-2021 09.23.24
2021-07-31 04:21:35,Nenets Autonomous Okrug,1564,1439,08-03-2021 09.23.24
2021-07-31 04:21:35,Nizhny Novgorod Oblast,140019,127575,08-03-2021 09.23.24
2021-07-31 04:21:35,North Ossetia - Alania Republic,18693,17170,08-03-2021 09.23.24
2021-07-31 04:21:35,Novgorod Oblast,36334,33964,08-03-2021 09.23.24
2021-07-31 04:21:35,Novosibirsk Oblast,52511,44603,08-03-2021 09.23.24
2021-07-31 04:21:35,Omsk Oblast,60855,54581,08-03-2021 09.23.24
2021-07-31 04:21:35,Orel Oblast,40091,37831,08-03-2021 09.23.24
2021-07-31 04:21:35,Orenburg Oblast,55948,46694,08-03-2021 09.23.24
2021-07-31 04:21:35,Penza Oblast,55972,46290,08-03-2021 09.23.24
2021-07-31 04:21:35,Perm Krai,72601,64329,08-03-2021 09.23.24
2021-07-31 04:21:35,Primorsky Krai,54308,47794,08-03-2021 09.23.24
2021-07-31 04:21:35,Pskov Oblast,43523,36123,08-03-2021 09.23.24
2021-07-31 04:21:35,Rostov Oblast,109200,96818,08-03-2021 09.23.24
2021-07-31 04:21:35,Ryazan Oblast,35043,32592,08-03-2021 09.23.24
2021-07-31 04:21:35,Saint Petersburg,526811,501690,08-03-2021 09.23.24
2021-07-31 04:21:35,Sakha (Yakutiya) Republic,44416,39682,08-03-2021 09.23.24
2021-07-31 04:21:35,Sakhalin Oblast,27323,25501,08-03-2021 09.23.24
2021-07-31 04:21:35,Samara Oblast,75849,70501,08-03-2021 09.23.24
2021-07-31 04:21:35,Saratov Oblast,72815,67981,08-03-2021 09.23.24
2021-07-31 04:21:35,Smolensk Oblast,41325,34317,08-03-2021 09.23.24
2021-07-31 04:21:35,Stavropol Krai,64282,56503,08-03-2021 09.23.24
2021-07-31 04:21:35,Sverdlovsk Oblast,106909,99376,08-03-2021 09.23.24
2021-07-31 04:21:35,Tambov Oblast,37589,35528,08-03-2021 09.23.24
2021-07-31 04:21:35,Tatarstan Republic,23876,21205,08-03-2021 09.23.24
2021-07-31 04:21:35,Tomsk Oblast,37064,33419,08-03-2021 09.23.24
2021-07-31 04:21:35,Tula Oblast,47267,41048,08-03-2021 09.23.24
2021-07-31 04:21:35,Tver Oblast,53387,45312,08-03-2021 09.23.24
2021-07-31 04:21:35,Tyumen Oblast,46280,43051,08-03-2021 09.23.24
2021-07-31 04:21:35,Tyva Republic,21170,17686,08-03-2021 09.23.24
2021-07-31 04:21:35,Udmurt Republic,39738,33543,08-03-2021 09.23.24
2021-07-31 04:21:35,Ulyanovsk Oblast,65366,61041,08-03-2021 09.23.24
2021-07-31 04:21:35,Vladimir Oblast,43019,39990,08-03-2021 09.23.24
2021-07-31 04:21:35,Volgograd Oblast,70926,63173,08-03-2021 09.23.24
2021-07-31 04:21:35,Vologda Oblast,54526,48657,08-03-2021 09.23.24
2021-07-31 04:21:35,Voronezh Oblast,103530,95901,08-03-2021 09.23.24
2021-07-31 04:21:35,Yamalo-Nenets Autonomous Okrug,43495,41343,08-03-2021 09.23.24
2021-07-31 04:21:35,Yaroslavl Oblast,49535,43539,08-03-2021 09.23.24
2021-07-31 04:21:35,Zabaykalsky Krai,56022,50213,08-03-2021 09.23.24
2021-07-30 04:21:34,Adygea Republic,16182,15060,08-03-2021 09.23.24
2021-07-30 04:21:34,Altai Krai,61535,48833,08-03-2021 09.23.24
2021-07-30 04:21:34,Altai Republic,19327,17892,08-03-2021 09.23.24
2021-07-30 04:21:34,Amur Oblast,27439,24666,08-03-2021 09.23.24
2021-07-30 04:21:34,Arkhangelsk Oblast,73509,69043,08-03-2021 09.23.24
2021-07-30 04:21:34,Astrakhan Oblast,42807,36354,08-03-2021 09.23.24
2021-07-30 04:21:34,Bashkortostan Republic,47738,43900,08-03-2021 09.23.24
2021-07-30 04:21:34,Belgorod Oblast,44306,41254,08-03-2021 09.23.24
2021-07-30 04:21:34,Bryansk Oblast,53587,48610,08-03-2021 09.23.24
2021-07-30 04:21:34,Buryatia Republic,51966,46895,08-03-2021 09.23.24
2021-07-30 04:21:34,Chechen Republic,15712,12940,08-03-2021 09.23.24
2021-07-30 04:21:34,Chelyabinsk Oblast,72831,65589,08-03-2021 09.23.24
2021-07-30 04:21:34,Chukotka Autonomous Okrug,1123,841,08-03-2021 09.23.24
2021-07-30 04:21:34,Chuvashia Republic,29142,26546,08-03-2021 09.23.24
2021-07-30 04:21:34,Dagestan Republic,41314,36861,08-03-2021 09.23.24
2021-07-30 04:21:34,Ingushetia Republic,17522,16226,08-03-2021 09.23.24
2021-07-30 04:21:34,Irkutsk Oblast,84629,72358,08-03-2021 09.23.24
2021-07-30 04:21:34,Ivanovo Oblast,41163,38005,08-03-2021 09.23.24
2021-07-30 04:21:34,Jewish Autonomous Okrug,5656,4467,08-03-2021 09.23.24
2021-07-30 04:21:34,Kabardino-Balkarian Republic,26830,24726,08-03-2021 09.23.24
2021-07-30 04:21:34,Kaliningrad Oblast,42644,39649,08-03-2021 09.23.24
2021-07-30 04:21:34,Kalmykia Republic,24584,21654,08-03-2021 09.23.24
2021-07-30 04:21:34,Kaluga Oblast,40870,38271,08-03-2021 09.23.24
2021-07-30 04:21:34,Kamchatka Krai,16670,14470,08-03-2021 09.23.24
2021-07-30 04:21:34,Karachay-Cherkess Republic,22268,20658,08-03-2021 09.23.24
2021-07-30 04:21:34,Karelia Republic,55488,52015,08-03-2021 09.23.24
2021-07-30 04:21:34,Kemerovo Oblast,45462,42782,08-03-2021 09.23.24
2021-07-30 04:21:34,Khabarovsk Krai,64818,58319,08-03-2021 09.23.24
2021-07-30 04:21:34,Khakassia Republic,29936,26129,08-03-2021 09.23.24
2021-07-30 04:21:34,Khanty-Mansi Autonomous Okrug,64938,61233,08-03-2021 09.23.24
2021-07-30 04:21:34,Kirov Oblast,50054,47128,08-03-2021 09.23.24
2021-07-30 04:21:34,Komi Republic,54619,47522,08-03-2021 09.23.24
2021-07-30 04:21:34,Kostroma Oblast,26906,22364,08-03-2021 09.23.24
2021-07-30 04:21:34,Krasnodar Krai,58524,47050,08-03-2021 09.23.24
2021-07-30 04:21:34,Krasnoyarsk Krai,90033,75326,08-03-2021 09.23.24
2021-07-30 04:21:34,Kurgan Oblast,25506,23303,08-03-2021 09.23.24
2021-07-30 04:21:34,Kursk Oblast,46072,43180,08-03-2021 09.23.24
2021-07-30 04:21:34,Leningrad Oblast,55609,47033,08-03-2021 09.23.24
2021-07-30 04:21:34,Lipetsk Oblast,39239,33798,08-03-2021 09.23.24
2021-07-30 04:21:34,Magadan Oblast,9436,8670,08-03-2021 09.23.24
2021-07-30 04:21:34,Mari El Republic,15960,14663,08-03-2021 09.23.24
2021-07-30 04:21:34,Mordovia Republic,23725,20954,08-03-2021 09.23.24
2021-07-30 04:21:34,Moscow,1499131,1351297,08-03-2021 09.23.24
2021-07-30 04:21:34,Moscow Oblast,382192,311101,08-03-2021 09.23.24
2021-07-30 04:21:34,Murmansk Oblast,61381,50965,08-03-2021 09.23.24
2021-07-30 04:21:34,Nenets Autonomous Okrug,1552,1394,08-03-2021 09.23.24
2021-07-30 04:21:34,Nizhny Novgorod Oblast,139484,127081,08-03-2021 09.23.24
2021-07-30 04:21:34,North Ossetia - Alania Republic,18628,17135,08-03-2021 09.23.24
2021-07-30 04:21:34,Novgorod Oblast,36179,33845,08-03-2021 09.23.24
2021-07-30 04:21:34,Novosibirsk Oblast,52309,44492,08-03-2021 09.23.24
2021-07-30 04:21:34,Omsk Oblast,60476,54502,08-03-2021 09.23.24
2021-07-30 04:21:34,Orel Oblast,40009,37761,08-03-2021 09.23.24
2021-07-30 04:21:34,Orenburg Oblast,55621,46507,08-03-2021 09.23.24
2021-07-30 04:21:34,Penza Oblast,55741,46254,08-03-2021 09.23.24
2021-07-30 04:21:34,Perm Krai,72151,63922,08-03-2021 09.23.24
2021-07-30 04:21:34,Primorsky Krai,54048,47526,08-03-2021 09.23.24
2021-07-30 04:21:34,Pskov Oblast,43408,35993,08-03-2021 09.23.24
2021-07-30 04:21:34,Rostov Oblast,108782,96531,08-03-2021 09.23.24
2021-07-30 04:21:34,Ryazan Oblast,34917,32486,08-03-2021 09.23.24
2021-07-30 04:21:34,Saint Petersburg,524895,499725,08-03-2021 09.23.24
2021-07-30 04:21:34,Sakha (Yakutiya) Republic,44287,39614,08-03-2021 09.23.24
2021-07-30 04:21:34,Sakhalin Oblast,27215,25410,08-03-2021 09.23.24
2021-07-30 04:21:34,Samara Oblast,75396,70237,08-03-2021 09.23.24
2021-07-30 04:21:34,Saratov Oblast,72558,67753,08-03-2021 09.23.24
2021-07-30 04:21:34,Smolensk Oblast,41139,34223,08-03-2021 09.23.24
2021-07-30 04:21:34,Stavropol Krai,63970,56376,08-03-2021 09.23.24
2021-07-30 04:21:34,Sverdlovsk Oblast,106402,98908,08-03-2021 09.23.24
2021-07-30 04:21:34,Tambov Oblast,37494,35385,08-03-2021 09.23.24
2021-07-30 04:21:34,Tatarstan Republic,23823,21165,08-03-2021 09.23.24
2021-07-30 04:21:34,Tomsk Oblast,36943,33381,08-03-2021 09.23.24
2021-07-30 04:21:34,Tula Oblast,47127,40990,08-03-2021 09.23.24
2021-07-30 04:21:34,Tver Oblast,53131,45016,08-03-2021 09.23.24
2021-07-30 04:21:34,Tyumen Oblast,46001,42841,08-03-2021 09.23.24
2021-07-30 04:21:34,Tyva Republic,21001,17615,08-03-2021 09.23.24
2021-07-30 04:21:34,Udmurt Republic,39584,33494,08-03-2021 09.23.24
2021-07-30 04:21:34,Ulyanovsk Oblast,65108,60822,08-03-2021 09.23.24
2021-07-30 04:21:34,Vladimir Oblast,42812,39807,08-03-2021 09.23.24
2021-07-30 04:21:34,Volgograd Oblast,70606,62895,08-03-2021 09.23.24
2021-07-30 04:21:34,Vologda Oblast,54296,48468,08-03-2021 09.23.24
2021-07-30 04:21:34,Voronezh Oblast,103045,95610,08-03-2021 09.23.24
2021-07-30 04:21:34,Yamalo-Nenets Autonomous Okrug,43364,41224,08-03-2021 09.23.24
2021-07-30 04:21:34,Yaroslavl Oblast,49336,43431,08-03-2021 09.23.24
2021-07-30 04:21:34,Zabaykalsky Krai,55748,49990,08-03-2021 09.23.24
2021-07-29 04:21:33,Adygea Republic,16125,15037,08-03-2021 09.23.24
2021-07-29 04:21:33,Altai Krai,61263,48732,08-03-2021 09.23.24
2021-07-29 04:21:33,Altai Republic,19269,17849,08-03-2021 09.23.24
2021-07-29 04:21:33,Amur Oblast,27305,24607,08-03-2021 09.23.24
2021-07-29 04:21:33,Arkhangelsk Oblast,73302,68888,08-03-2021 09.23.24
2021-07-29 04:21:33,Astrakhan Oblast,42518,36263,08-03-2021 09.23.24
2021-07-29 04:21:33,Bashkortostan Republic,47479,43744,08-03-2021 09.23.24
2021-07-29 04:21:33,Belgorod Oblast,44165,41141,08-03-2021 09.23.24
2021-07-29 04:21:33,Bryansk Oblast,53322,48404,08-03-2021 09.23.24
2021-07-29 04:21:33,Buryatia Republic,51751,46753,08-03-2021 09.23.24
2021-07-29 04:21:33,Chechen Republic,15593,12915,08-03-2021 09.23.24
2021-07-29 04:21:33,Chelyabinsk Oblast,72500,65336,08-03-2021 09.23.24
2021-07-29 04:21:33,Chukotka Autonomous Okrug,1112,833,08-03-2021 09.23.24
2021-07-29 04:21:33,Chuvashia Republic,29066,26478,08-03-2021 09.23.24
2021-07-29 04:21:33,Dagestan Republic,41113,36664,08-03-2021 09.23.24
2021-07-29 04:21:33,Ingushetia Republic,17468,16192,08-03-2021 09.23.24
2021-07-29 04:21:33,Irkutsk Oblast,84231,72147,08-03-2021 09.23.24
2021-07-29 04:21:33,Ivanovo Oblast,41047,37926,08-03-2021 09.23.24
2021-07-29 04:21:33,Jewish Autonomous Okrug,5617,4467,08-03-2021 09.23.24
2021-07-29 04:21:33,Kabardino-Balkarian Republic,26738,24621,08-03-2021 09.23.24
2021-07-29 04:21:33,Kaliningrad Oblast,42433,39482,08-03-2021 09.23.24
2021-07-29 04:21:33,Kalmykia Republic,24463,21607,08-03-2021 09.23.24
2021-07-29 04:21:33,Kaluga Oblast,40729,38165,08-03-2021 09.23.24
2021-07-29 04:21:33,Kamchatka Krai,16616,14456,08-03-2021 09.23.24
2021-07-29 04:21:33,Karachay-Cherkess Republic,22209,20648,08-03-2021 09.23.24
2021-07-29 04:21:33,Karelia Republic,55319,51840,08-03-2021 09.23.24
2021-07-29 04:21:33,Kemerovo Oblast,45258,42587,08-03-2021 09.23.24
2021-07-29 04:21:33,Khabarovsk Krai,64497,58050,08-03-2021 09.23.24
2021-07-29 04:21:33,Khakassia Republic,29756,25910,08-03-2021 09.23.24
2021-07-29 04:21:33,Khanty-Mansi Autonomous Okrug,64739,61044,08-03-2021 09.23.24
2021-07-29 04:21:33,Kirov Oblast,49933,47029,08-03-2021 09.23.24
2021-07-29 04:21:33,Komi Republic,54342,47399,08-03-2021 09.23.24
2021-07-29 04:21:33,Kostroma Oblast,26767,22209,08-03-2021 09.23.24
2021-07-29 04:21:33,Krasnodar Krai,58259,46992,08-03-2021 09.23.24
2021-07-29 04:21:33,Krasnoyarsk Krai,89545,74906,08-03-2021 09.23.24
2021-07-29 04:21:33,Kurgan Oblast,25376,23210,08-03-2021 09.23.24
2021-07-29 04:21:33,Kursk Oblast,45879,43039,08-03-2021 09.23.24
2021-07-29 04:21:33,Leningrad Oblast,55365,46953,08-03-2021 09.23.24
2021-07-29 04:21:33,Lipetsk Oblast,38995,33597,08-03-2021 09.23.24
2021-07-29 04:21:33,Magadan Oblast,9406,8655,08-03-2021 09.23.24
2021-07-29 04:21:33,Mari El Republic,15899,14633,08-03-2021 09.23.24
2021-07-29 04:21:33,Mordovia Republic,23657,20906,08-03-2021 09.23.24
2021-07-29 04:21:33,Moscow,1495775,1346237,08-03-2021 09.23.24
2021-07-29 04:21:33,Moscow Oblast,380867,309155,08-03-2021 09.23.24
2021-07-29 04:21:33,Murmansk Oblast,61126,50895,08-03-2021 09.23.24
2021-07-29 04:21:33,Nenets Autonomous Okrug,1541,1333,08-03-2021 09.23.24
2021-07-29 04:21:33,Nizhny Novgorod Oblast,138947,126593,08-03-2021 09.23.24
2021-07-29 04:21:33,North Ossetia - Alania Republic,18565,17104,08-03-2021 09.23.24
2021-07-29 04:21:33,Novgorod Oblast,36022,33730,08-03-2021 09.23.24
2021-07-29 04:21:33,Novosibirsk Oblast,52113,44388,08-03-2021 09.23.24
2021-07-29 04:21:33,Omsk Oblast,60099,54263,08-03-2021 09.23.24
2021-07-29 04:21:33,Orel Oblast,39923,37690,08-03-2021 09.23.24
2021-07-29 04:21:33,Orenburg Oblast,55294,46311,08-03-2021 09.23.24
2021-07-29 04:21:33,Penza Oblast,55506,46221,08-03-2021 09.23.24
2021-07-29 04:21:33,Perm Krai,71705,63521,08-03-2021 09.23.24
2021-07-29 04:21:33,Primorsky Krai,53789,47220,08-03-2021 09.23.24
2021-07-29 04:21:33,Pskov Oblast,43290,35846,08-03-2021 09.23.24
2021-07-29 04:21:33,Rostov Oblast,108379,96220,08-03-2021 09.23.24
2021-07-29 04:21:33,Ryazan Oblast,34788,32377,08-03-2021 09.23.24
2021-07-29 04:21:33,Saint Petersburg,522970,497738,08-03-2021 09.23.24
2021-07-29 04:21:33,Sakha (Yakutiya) Republic,44161,39571,08-03-2021 09.23.24
2021-07-29 04:21:33,Sakhalin Oblast,27109,25317,08-03-2021 09.23.24
2021-07-29 04:21:33,Samara Oblast,74984,69977,08-03-2021 09.23.24
2021-07-29 04:21:33,Saratov Oblast,72305,67525,08-03-2021 09.23.24
2021-07-29 04:21:33,Smolensk Oblast,40951,34125,08-03-2021 09.23.24
2021-07-29 04:21:33,Stavropol Krai,63657,56258,08-03-2021 09.23.24
2021-07-29 04:21:33,Sverdlovsk Oblast,105903,98453,08-03-2021 09.23.24
2021-07-29 04:21:33,Tambov Oblast,37401,35290,08-03-2021 09.23.24
2021-07-29 04:21:33,Tatarstan Republic,23771,21116,08-03-2021 09.23.24
2021-07-29 04:21:33,Tomsk Oblast,36823,33345,08-03-2021 09.23.24
2021-07-29 04:21:33,Tula Oblast,46985,40931,08-03-2021 09.23.24
2021-07-29 04:21:33,Tver Oblast,52872,44729,08-03-2021 09.23.24
2021-07-29 04:21:33,Tyumen Oblast,45724,42632,08-03-2021 09.23.24
2021-07-29 04:21:33,Tyva Republic,20831,17549,08-03-2021 09.23.24
2021-07-29 04:21:33,Udmurt Republic,39431,33446,08-03-2021 09.23.24
2021-07-29 04:21:33,Ulyanovsk Oblast,64850,60601,08-03-2021 09.23.24
2021-07-29 04:21:33,Vladimir Oblast,42603,39636,08-03-2021 09.23.24
2021-07-29 04:21:33,Volgograd Oblast,70288,62681,08-03-2021 09.23.24
2021-07-29 04:21:33,Vologda Oblast,54068,48270,08-03-2021 09.23.24
2021-07-29 04:21:33,Voronezh Oblast,102564,95329,08-03-2021 09.23.24
2021-07-29 04:21:33,Yamalo-Nenets Autonomous Okrug,43232,41109,08-03-2021 09.23.24
2021-07-29 04:21:33,Yaroslavl Oblast,49139,43331,08-03-2021 09.23.24
2021-07-29 04:21:33,Zabaykalsky Krai,55472,49773,08-03-2021 09.23.24
2021-07-28 04:21:39,Adygea Republic,16070,14980,08-03-2021 09.23.24
2021-07-28 04:21:39,Altai Krai,60993,48628,08-03-2021 09.23.24
2021-07-28 04:21:39,Altai Republic,19222,17801,08-03-2021 09.23.24
2021-07-28 04:21:39,Amur Oblast,27173,24546,08-03-2021 09.23.24
2021-07-28 04:21:39,Arkhangelsk Oblast,73091,68730,08-03-2021 09.23.24
2021-07-28 04:21:39,Astrakhan Oblast,42229,36178,08-03-2021 09.23.24
2021-07-28 04:21:39,Bashkortostan Republic,47221,43462,08-03-2021 09.23.24
2021-07-28 04:21:39,Belgorod Oblast,44020,41008,08-03-2021 09.23.24
2021-07-28 04:21:39,Bryansk Oblast,53040,48120,08-03-2021 09.23.24
2021-07-28 04:21:39,Buryatia Republic,51532,46578,08-03-2021 09.23.24
2021-07-28 04:21:39,Chechen Republic,15469,12891,08-03-2021 09.23.24
2021-07-28 04:21:39,Chelyabinsk Oblast,72171,65095,08-03-2021 09.23.24
2021-07-28 04:21:39,Chukotka Autonomous Okrug,1095,827,08-03-2021 09.23.24
2021-07-28 04:21:39,Chuvashia Republic,28991,26372,08-03-2021 09.23.24
2021-07-28 04:21:39,Dagestan Republic,40913,36520,08-03-2021 09.23.24
2021-07-28 04:21:39,Ingushetia Republic,17411,16156,08-03-2021 09.23.24
2021-07-28 04:21:39,Irkutsk Oblast,83836,71940,08-03-2021 09.23.24
2021-07-28 04:21:39,Ivanovo Oblast,40933,37859,08-03-2021 09.23.24
2021-07-28 04:21:39,Jewish Autonomous Okrug,5578,4457,08-03-2021 09.23.24
2021-07-28 04:21:39,Kabardino-Balkarian Republic,26652,24556,08-03-2021 09.23.24
2021-07-28 04:21:39,Kaliningrad Oblast,42217,39316,08-03-2021 09.23.24
2021-07-28 04:21:39,Kalmykia Republic,24344,21564,08-03-2021 09.23.24
2021-07-28 04:21:39,Kaluga Oblast,40590,38058,08-03-2021 09.23.24
2021-07-28 04:21:39,Kamchatka Krai,16563,14445,08-03-2021 09.23.24
2021-07-28 04:21:39,Karachay-Cherkess Republic,22152,20637,08-03-2021 09.23.24
2021-07-28 04:21:39,Karelia Republic,55153,51654,08-03-2021 09.23.24
2021-07-28 04:21:39,Kemerovo Oblast,45051,42391,08-03-2021 09.23.24
2021-07-28 04:21:39,Khabarovsk Krai,64174,57736,08-03-2021 09.23.24
2021-07-28 04:21:39,Khakassia Republic,29577,25723,08-03-2021 09.23.24
2021-07-28 04:21:39,Khanty-Mansi Autonomous Okrug,64548,60945,08-03-2021 09.23.24
2021-07-28 04:21:39,Kirov Oblast,49814,46928,08-03-2021 09.23.24
2021-07-28 04:21:39,Komi Republic,54063,47258,08-03-2021 09.23.24
2021-07-28 04:21:39,Kostroma Oblast,26630,22034,08-03-2021 09.23.24
2021-07-28 04:21:39,Krasnodar Krai,57998,46934,08-03-2021 09.23.24
2021-07-28 04:21:39,Krasnoyarsk Krai,89054,74676,08-03-2021 09.23.24
2021-07-28 04:21:39,Kurgan Oblast,25250,23115,08-03-2021 09.23.24
2021-07-28 04:21:39,Kursk Oblast,45688,42900,08-03-2021 09.23.24
2021-07-28 04:21:39,Leningrad Oblast,55123,46870,08-03-2021 09.23.24
2021-07-28 04:21:39,Lipetsk Oblast,38752,33449,08-03-2021 09.23.24
2021-07-28 04:21:39,Magadan Oblast,9379,8636,08-03-2021 09.23.24
2021-07-28 04:21:39,Mari El Republic,15839,14598,08-03-2021 09.23.24
2021-07-28 04:21:39,Mordovia Republic,23588,20858,08-03-2021 09.23.24
2021-07-28 04:21:39,Moscow,1493330,1341106,08-03-2021 09.23.24
2021-07-28 04:21:39,Moscow Oblast,379418,307306,08-03-2021 09.23.24
2021-07-28 04:21:39,Murmansk Oblast,60872,50837,08-03-2021 09.23.24
2021-07-28 04:21:39,Nenets Autonomous Okrug,1532,1285,08-03-2021 09.23.24
2021-07-28 04:21:39,Nizhny Novgorod Oblast,138403,126111,08-03-2021 09.23.24
2021-07-28 04:21:39,North Ossetia - Alania Republic,18502,17071,08-03-2021 09.23.24
2021-07-28 04:21:39,Novgorod Oblast,35862,33612,08-03-2021 09.23.24
2021-07-28 04:21:39,Novosibirsk Oblast,51908,44271,08-03-2021 09.23.24
2021-07-28 04:21:39,Omsk Oblast,59724,53997,08-03-2021 09.23.24
2021-07-28 04:21:39,Orel Oblast,39840,37620,08-03-2021 09.23.24
2021-07-28 04:21:39,Orenburg Oblast,54970,46128,08-03-2021 09.23.24
2021-07-28 04:21:39,Penza Oblast,55272,46186,08-03-2021 09.23.24
2021-07-28 04:21:39,Perm Krai,71268,63101,08-03-2021 09.23.24
2021-07-28 04:21:39,Primorsky Krai,53528,46972,08-03-2021 09.23.24
2021-07-28 04:21:39,Pskov Oblast,43174,35687,08-03-2021 09.23.24
2021-07-28 04:21:39,Rostov Oblast,107984,95930,08-03-2021 09.23.24
2021-07-28 04:21:39,Ryazan Oblast,34656,32258,08-03-2021 09.23.24
2021-07-28 04:21:39,Saint Petersburg,521052,495766,08-03-2021 09.23.24
2021-07-28 04:21:39,Sakha (Yakutiya) Republic,44039,39483,08-03-2021 09.23.24
2021-07-28 04:21:39,Sakhalin Oblast,26999,25236,08-03-2021 09.23.24
2021-07-28 04:21:39,Samara Oblast,74614,69726,08-03-2021 09.23.24
2021-07-28 04:21:39,Saratov Oblast,72054,67319,08-03-2021 09.23.24
2021-07-28 04:21:39,Smolensk Oblast,40755,34028,08-03-2021 09.23.24
2021-07-28 04:21:39,Stavropol Krai,63342,56146,08-03-2021 09.23.24
2021-07-28 04:21:39,Sverdlovsk Oblast,105408,98002,08-03-2021 09.23.24
2021-07-28 04:21:39,Tambov Oblast,37305,35203,08-03-2021 09.23.24
2021-07-28 04:21:39,Tatarstan Republic,23724,21080,08-03-2021 09.23.24
2021-07-28 04:21:39,Tomsk Oblast,36701,33304,08-03-2021 09.23.24
2021-07-28 04:21:39,Tula Oblast,46841,40870,08-03-2021 09.23.24
2021-07-28 04:21:39,Tver Oblast,52614,44473,08-03-2021 09.23.24
2021-07-28 04:21:39,Tyumen Oblast,45448,42404,08-03-2021 09.23.24
2021-07-28 04:21:39,Tyva Republic,20657,17487,08-03-2021 09.23.24
2021-07-28 04:21:39,Udmurt Republic,39281,33400,08-03-2021 09.23.24
2021-07-28 04:21:39,Ulyanovsk Oblast,64591,60374,08-03-2021 09.23.24
2021-07-28 04:21:39,Vladimir Oblast,42388,39446,08-03-2021 09.23.24
2021-07-28 04:21:39,Volgograd Oblast,69971,62427,08-03-2021 09.23.24
2021-07-28 04:21:39,Vologda Oblast,53841,48064,08-03-2021 09.23.24
2021-07-28 04:21:39,Voronezh Oblast,102087,95037,08-03-2021 09.23.24
2021-07-28 04:21:39,Yamalo-Nenets Autonomous Okrug,43102,40988,08-03-2021 09.23.24
2021-07-28 04:21:39,Yaroslavl Oblast,48943,43230,08-03-2021 09.23.24
2021-07-28 04:21:39,Zabaykalsky Krai,55192,49532,08-03-2021 09.23.24
